Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticides	Energy.Extraction.and.Production	Agricultural.Crops	Fungicides	Mining.and.sewage.treatment	Trends.in.Global.Freshwater.Availability	GDP	Veterinary.Antibiotics	PM2.5	Non-Conventional.Energy.Resources	LH.ARG
-1.83136006662442e-02	-1.49045302713643e-02	 1.22707120526550e-02	-1.16131253953209e-02	 1.79998192542965e-03	-1.22070868190977e-02	-5.49886574308844e-03	 2.62929363875897e-02	 2.88752488206026e-02	 1.02437928199097e-02	 2.15984901774883e-02	-5.76071040208866e-03	-9.01401599353661e-03	8.673044300e+04
-1.80846733441265e-02	-1.48200046160915e-02	 1.20569261293348e-02	-1.14118265023976e-02	 1.75602035856184e-03	-1.19788518151575e-02	-5.52395491431305e-03	 2.67820455461826e-02	 2.84084220014704e-02	 1.10777077318165e-02	 2.70253633561295e-02	-1.45361867131451e-02	-1.03470348154666e-02	2.240872477e+05
-1.81824801386617e-02	-1.48561173147495e-02	 1.21482639202253e-02	-1.14978293406704e-02	 1.77480247638994e-03	-1.20763628240210e-02	-5.51323582935489e-03	 2.65730787940394e-02	 2.86078688580536e-02	 1.07214263421850e-02	 2.47067887751582e-02	-1.07869566056847e-02	-9.77751652109273e-03	1.654029952e+05
-1.78824123813006e-02	-1.47453248432238e-02	 1.18680428353297e-02	-1.12339757001351e-02	 1.71717960875634e-03	-1.17772025265515e-02	-5.54612159971106e-03	 2.72141813368293e-02	 2.79959730153154e-02	 1.18144849388220e-02	 3.18200928977683e-02	-2.22894608593285e-02	-1.15247783363994e-02	3.454441889e+05
-1.84329545479051e-02	-1.49485986899498e-02	 1.23821717926139e-02	-1.17180748789483e-02	 1.82290179187911e-03	-1.23260797527466e-02	-5.48578521628364e-03	 2.60379337251990e-02	 2.91186343300798e-02	 9.80902172841085e-03	 1.87691276830474e-02	-1.18551530759510e-03	-8.31903136150271e-03	1.511789950e+04
-1.52047047365891e-02	-1.54099489230608e-02	 2.78341026549114e-02	 7.25432341935071e-04	 1.19405170752525e-02	 8.35013965313537e-04	 4.13618938711554e-03	 3.82911947759186e-02	 1.40901193806897e-02	-6.81736122812683e-03	 1.44160051827074e-02	-2.07479056354169e-02	-4.15932484343930e-03	3.138732000e+05
 3.82644610498664e-02	-1.00654866870289e-02	-2.39737669598872e-02	-1.21938226029458e-02	 4.01723551638095e-03	 1.45112131594176e-02	-1.23570661924913e-04	 2.03610445927918e-03	 6.05827353053473e-03	-4.68806846613878e-03	-1.82684996064439e-03	 1.40659093429917e-03	-3.29546361761633e-03	7.097465503e+04
-1.46142291831702e-02	 2.84964175023558e-02	 1.03820820657404e-02	-5.11901224312898e-03	 1.74574812328712e-02	-3.11472277624436e-02	-2.34322107634808e-02	-2.33918496453970e-02	 4.71906727569950e-02	 2.11736578758753e-02	 1.01554383045041e-01	-1.03323458760485e-01	 7.57714941980450e-03	1.515151500e+06
-7.12764574080726e-03	-2.15169582230393e-02	 3.88767943648207e-02	 1.78753429269800e-03	 4.82731069124662e-03	 2.18732995505889e-03	 4.05304311554828e-03	 3.23535774482406e-02	 4.48795475414107e-03	-1.11496428745593e-02	 8.53286199590498e-03	-2.16637333783944e-02	 2.49052355584699e-03	4.219409400e+05
-3.43092992985061e-02	-4.56708972084719e-03	 9.31796601836264e-04	-8.48405430684388e-03	 1.37932467822828e-02	-1.42497550787480e-02	 7.06001667380596e-03	 5.37493473471033e-02	 5.60329115637661e-02	 6.27196139491715e-04	 9.08471675391914e-02	-4.90936306083680e-02	-8.23607563378314e-03	5.475943590e+05
-3.49213294469331e-02	-4.79306645819743e-03	 1.50334668668804e-03	-9.02222070032785e-03	 1.39107766779995e-02	-1.48599343358397e-02	 7.12709180073473e-03	 5.24417290682475e-02	 5.72809586940090e-02	-1.60224970641475e-03	 7.63385891559141e-02	-2.56326648333330e-02	-4.67229084874817e-03	1.803751700e+05
-3.50872173583755e-02	-4.85431639676652e-03	 1.65826266607959e-03	-9.16808818619097e-03	 1.39426326069641e-02	-1.50253205718356e-02	 7.14527220041689e-03	 5.20873052448449e-02	 5.76192360359826e-02	-2.20653058375658e-03	 7.24061067901608e-02	-1.92736797035281e-02	-3.70634363791437e-03	8.084212500e+04
-3.50947126459245e-02	-4.85708384315815e-03	 1.66526221053938e-03	-9.17467889398333e-03	 1.39440719484185e-02	-1.50327931922614e-02	 7.14609364257136e-03	 5.20712913686827e-02	 5.76345203682005e-02	-2.23383371209600e-03	 7.22284260546773e-02	-1.89863626732898e-02	-3.66269939621253e-03	7.634493900e+04
 2.47941334061889e-02	 1.95185443243114e-02	 1.42296266323186e-03	 8.79083730173872e-03	 1.31508213264211e-02	-1.24982809764510e-02	-9.09518930643859e-03	-9.50040981062758e-03	-4.10731094286073e-04	-7.76133299199984e-03	-8.34045260392013e-03	-1.85426572037437e-03	 2.00394631382856e-02	6.093447600e+04
-3.03780592152643e-02	 3.24059788386272e-02	 5.19997283625523e-02	-1.34062033108052e-02	 2.90103498409094e-02	 5.63925369813703e-02	 5.49507237752773e-02	-1.35806805377698e-02	 6.42570380366915e-02	 1.61699992977258e-02	-2.93721038321040e-02	-2.81648142711512e-02	-4.47148718783106e-02	0.000000000e+00
-3.03139463889708e-02	 3.24296508870472e-02	 5.19398559993978e-02	-1.33498280348631e-02	 2.89980380719422e-02	 5.64564559187272e-02	 5.49436973633065e-02	-1.34437018222834e-02	 6.41262996587325e-02	 1.64035434697192e-02	-2.78522669939299e-02	-3.06224527180122e-02	-4.50881938714469e-02	3.846781100e+04
-3.03051066937821e-02	 3.24329147221427e-02	 5.19316009672753e-02	-1.33420551712363e-02	 2.89963405600527e-02	 5.64652688810577e-02	 5.49427285814935e-02	-1.34248155843456e-02	 6.41082738208863e-02	 1.64357438797289e-02	-2.76427161885326e-02	-3.09613049572657e-02	-4.51396664521670e-02	4.377164400e+04
 1.54947306336855e-03	-7.77075080527468e-03	 3.00543959135354e-02	 4.11683851883324e-03	 6.84472489424691e-03	-8.64517328024638e-03	-5.88144045848642e-04	 2.11998691568765e-02	-1.55426261432841e-02	 7.05954529047588e-03	-3.61086189758368e-03	-5.42174238725973e-03	 1.11650685978309e-03	2.109704760e+05
 1.19785665657995e-03	-7.90057631895095e-03	 3.03827561873745e-02	 3.80765745313322e-03	 6.91224679611456e-03	-8.99572633458027e-03	-5.49608827973846e-04	 2.04486315881978e-02	-1.48256126945731e-02	 5.77871012331606e-03	-1.19461607580235e-02	 8.05677743208131e-03	 3.16393083702080e-03	0.000000000e+00
 1.19785665657995e-03	-7.90057631895095e-03	 3.03827561873745e-02	 3.80765745313322e-03	 6.91224679611456e-03	-8.99572633458027e-03	-5.49608827973846e-04	 2.04486315881978e-02	-1.48256126945731e-02	 5.77871012331606e-03	-1.19461607580235e-02	 8.05677743208131e-03	 3.16393083702080e-03	0.000000000e+00
 1.27381209240077e-03	-7.87253168485095e-03	 3.03118244924246e-02	 3.87444609592517e-03	 6.89766085704917e-03	-8.92000060191768e-03	-5.57933124598292e-04	 2.06109123459563e-02	-1.49805004299994e-02	 6.05539343916245e-03	-1.01455870492370e-02	 5.14517596146739e-03	 2.72165062057290e-03	4.557339800e+04
-1.03863861129031e-02	-7.36666293858960e-03	 3.39059868872364e-02	-8.96704790204014e-02	-4.02914045447070e-02	-5.55114491218816e-02	 3.72064069843329e-03	 3.70426135706691e-02	 5.54167113074410e-03	-5.14108248804273e-02	-4.85081190782129e-02	-3.13176782082850e-02	 1.42193675905685e-03	4.425905420e+04
-1.52224110271372e-02	-1.56430037855223e-02	 1.38705830721338e-02	-2.59355626744354e-03	-1.51926146341731e-04	-2.50593951712545e-03	-8.56687461698183e-03	 2.19776856328299e-02	 1.83934818658482e-02	-9.12766805074050e-03	 1.87148143969625e-02	 6.61453164522471e-03	 9.05998566644084e-03	0.000000000e+00
-1.46352822224555e-02	-1.54262212429837e-02	 1.33222873403022e-02	-2.07728596256036e-03	-2.64674165967623e-04	-1.92058629755190e-03	-8.63122069404810e-03	 2.32321015452123e-02	 1.71962133625738e-02	-6.98893047715217e-03	 3.26330900010287e-02	-1.58918903465308e-02	 5.64119868942967e-03	3.522783380e+05
-1.52224110271372e-02	-1.56430037855223e-02	 1.38705830721338e-02	-2.59355626744354e-03	-1.51926146341731e-04	-2.50593951712545e-03	-8.56687461698183e-03	 2.19776856328299e-02	 1.83934818658482e-02	-9.12766805074050e-03	 1.87148143969625e-02	 6.61453164522471e-03	 9.05998566644084e-03	0.000000000e+00
-1.52224110271372e-02	-1.56430037855223e-02	 1.38705830721338e-02	-2.59355626744354e-03	-1.51926146341731e-04	-2.50593951712545e-03	-8.56687461698183e-03	 2.19776856328299e-02	 1.83934818658482e-02	-9.12766805074050e-03	 1.87148143969625e-02	 6.61453164522471e-03	 9.05998566644084e-03	0.000000000e+00
-4.24928097728051e-03	-2.87239563555147e-02	 3.16422615997260e-02	-5.78873338504512e-04	-6.38640104606521e-03	 8.87214790909159e-03	-1.27555934065965e-02	 1.39869001175039e-02	 1.80108586558383e-02	-3.04184699457646e-02	 6.22637306381909e-04	 8.98802640998249e-03	 1.89519360264541e-02	8.443041310e+04
-4.31300892686017e-03	-2.87474862978894e-02	 3.17017745421575e-02	-6.34910187142700e-04	-6.37416318607157e-03	 8.80861268451085e-03	-1.27486091749897e-02	 1.38507437010945e-02	 1.81408121961885e-02	-3.06506121250733e-02	-8.88075775413722e-04	 1.14309113689084e-02	 1.93230169244738e-02	4.619352882e+04
-4.17271216196365e-03	-2.86956852464647e-02	 3.15707570945904e-02	-5.11545342819452e-04	-6.40110477414538e-03	 8.94848516627822e-03	-1.27639849262290e-02	 1.41504913764574e-02	 1.78547201217025e-02	-3.01395522687957e-02	 2.43775158072720e-03	 6.05291224901996e-03	 1.85060841681172e-02	1.303718399e+05
 3.23071861323871e-02	-1.69089563856658e-02	-1.59288723285798e-02	-1.25579160781407e-02	 2.21360382767650e-04	 1.62127901241192e-02	-1.01642945940507e-03	 1.89470347292758e-03	 1.31203388208275e-02	-1.21264996725755e-02	-1.92829576178535e-03	 6.20840989092514e-03	 1.44589373887076e-03	0.000000000e+00
 3.27760408450069e-02	-1.67358435765641e-02	-1.63667166920800e-02	-1.21456457832752e-02	 1.31324874513543e-04	 1.66802269341612e-02	-1.06781334864801e-03	 2.89642372139084e-03	 1.21642539284577e-02	-1.04185998345197e-02	 9.18621447254804e-03	-1.17642086059032e-02	-1.28419610314210e-03	2.813136702e+05
 3.26919426540764e-02	-1.67668947181662e-02	-1.62881808090263e-02	-1.22195944608492e-02	 1.47474490076473e-04	 1.65963830715727e-02	-1.05859665099735e-03	 2.71674575624151e-03	 1.23357463069282e-02	-1.07249448126226e-02	 7.19261138266326e-03	-8.54047071613852e-03	-7.94501512022192e-04	2.308546045e+05
 2.74756479969448e-02	-2.33441553742164e-02	 2.40142872336983e-03	-1.26799966179868e-02	-7.11559555551239e-03	 1.16264271488907e-02	 4.23506420177035e-03	-9.10292706473643e-03	 2.77475052138167e-03	-1.79627121194031e-02	-1.55122534854172e-02	 2.97898444924430e-03	 1.87238665620113e-02	9.051627400e+04
 2.75893074998290e-02	-2.33021894617583e-02	 2.29528673235081e-03	-1.25800542786926e-02	-7.13742191415749e-03	 1.17397429246079e-02	 4.22260774745643e-03	-8.86009059022764e-03	 2.54297694492618e-03	-1.75486839751943e-02	-1.28178799960743e-02	-1.37792789245662e-03	 1.80620396763676e-02	1.587121800e+05
 2.74669245330746e-02	-2.33473762938212e-02	 2.40957521178717e-03	-1.26876672778420e-02	-7.11392036385460e-03	 1.16177300663739e-02	 4.23602024527222e-03	-9.12156497144901e-03	 2.79253934122497e-03	-1.79944891329006e-02	-1.57190489507392e-02	 3.31338119068833e-03	 1.87746623404439e-02	8.528218000e+04
 1.79977200720993e-02	-2.46728043087366e-02	 5.63785510434615e-03	-9.70446033682515e-03	-9.11385274750218e-04	 1.39743435166502e-02	 1.71906064288839e-03	 1.49473332366488e-02	 1.07379149665160e-02	-1.04514283946249e-02	 2.47640950073765e-03	 8.90888826348183e-04	 5.34624406134041e-04	5.907023400e+04
 3.75703887740935e-02	-9.89635164466600e-03	-2.30598965483696e-02	-1.20041220561222e-02	 4.28132172564513e-03	 1.23411195478650e-02	 1.22481645632787e-03	 2.02499227144165e-03	 8.69318925682974e-04	 9.12068354875210e-05	-4.35120561116788e-03	 5.28093915973233e-03	-4.92338433335860e-03	0.000000000e+00
 4.08151890153472e-02	-1.10719087594321e-02	-2.58448408285349e-02	-1.25567879313434e-02	 4.91161272408778e-03	 8.77912297917291e-03	 9.53574034390137e-03	 7.11665308162859e-03	-2.48331247879302e-02	 3.15445255709402e-02	 4.24790116196403e-02	-6.78344001650921e-02	-3.18183266273042e-02	1.105976552e+06
 4.17668826213660e-02	-1.07205198342331e-02	-2.67335888136969e-02	-1.17199508621741e-02	 4.72885628544326e-03	 9.72793848931064e-03	 9.43143997637035e-03	 9.14997114332667e-03	-2.67738110056188e-02	 3.50112655051859e-02	 6.50395363180959e-02	-1.04315693082623e-01	-3.73599346704073e-02	1.676994426e+06
 3.75804542265161e-02	-1.22587109763929e-02	-2.23128847239470e-02	-1.25254192327024e-02	 1.86497259256730e-03	 1.59063921605454e-02	-1.34529598010104e-03	-3.37649780226577e-04	 1.04862425107524e-02	-1.14680131224428e-02	-4.47849784934111e-03	 4.31300703370747e-03	 2.32002893162584e-03	3.245699600e+04
 3.76003839001533e-02	-1.22513524457118e-02	-2.23314962362845e-02	-1.25078948009204e-02	 1.86114544047314e-03	 1.59262615631970e-02	-1.34748016235464e-03	-2.95069515828598e-04	 1.04456020748957e-02	-1.13954151822681e-02	-4.00605178951746e-03	 3.54904239518378e-03	 2.20398061625886e-03	4.441483600e+04
 3.75662202036519e-02	-1.22639665312941e-02	-2.22995921484150e-02	-1.25379354016678e-02	 1.86770599259206e-03	 1.58922011839750e-02	-1.34373600974210e-03	-3.68061139089799e-04	 1.05152684197426e-02	-1.15198634818193e-02	-4.81592475055806e-03	 4.85864015997927e-03	 2.40291209390759e-03	2.391655670e+04
 3.77369417070738e-02	-1.30681273042027e-02	-2.77564972304036e-02	-1.68926605502324e-02	-8.87559773819579e-03	 5.68305670614969e-03	-4.90410761818415e-03	-9.71423762420976e-03	 8.15292072702305e-02	 8.44258290087822e-02	 2.91869675215736e-02	 8.51664553363737e-02	-3.97254730781501e-02	2.453794700e+01
 3.77370052581176e-02	-1.30681038395783e-02	-2.77565565781409e-02	-1.68926046689394e-02	-8.87560994208406e-03	 5.68312006500350e-03	-4.90411458302786e-03	-9.71410184575711e-03	 8.15290776774350e-02	 8.44260605065458e-02	 2.91884740409874e-02	 8.51640192327477e-02	-3.97258431289451e-02	6.266868750e+01
 3.77369008106180e-02	-1.30681424041903e-02	-2.77564590388654e-02	-1.68926965110395e-02	-8.87558988473267e-03	 5.68301593337225e-03	-4.90410313615827e-03	-9.71432500054787e-03	 8.15292906659659e-02	 8.44256800350203e-02	 2.91859980441114e-02	 8.51680230211570e-02	-3.97252349425493e-02	0.000000000e+00
 1.14411386758952e-02	-2.27677774942313e-02	 1.82210015320685e-02	-6.74485689605737e-03	 1.13793898968868e-03	 1.12363699520056e-02	-8.70419119203919e-04	 1.53601891971186e-02	 1.45280426514757e-02	-1.79180898362554e-02	-9.14561681663751e-03	 6.96693946346464e-03	 9.82952036797689e-03	0.000000000e+00
 3.81711909537034e-02	-9.77276178948655e-03	-2.38327034075917e-02	-1.21948485016997e-02	 4.23455707915646e-03	 1.48168330863712e-02	-6.08194569517272e-04	 2.18211353333123e-03	 7.78093778306689e-03	-6.63256946624526e-03	-4.93774621844785e-03	 6.22858152524895e-03	-1.88242605561139e-03	0.000000000e+00
 3.84524188211515e-02	-9.70330827662862e-03	-2.41616604534633e-02	-1.18086855087172e-02	 3.97544296356161e-03	 1.54989990322178e-02	-1.10934980985248e-03	 2.62408673406509e-03	 8.33231590017362e-03	-6.80368302851682e-03	 3.29790887512353e-03	-7.10147925159775e-03	-3.02147799502824e-03	2.109704700e+05
 4.94341940961663e-02	-1.09764622433524e-02	-3.08041592330789e-02	-2.79770242006841e-02	 1.32099533225450e-02	 3.41376282509290e-02	-8.25668184977605e-03	 2.34170028783407e-02	 1.08267810418484e-01	-1.29843460503296e-01	-3.41040694483327e-02	 1.79366416648434e-01	-1.63013764360598e-01	0.000000000e+00
 5.08456206015540e-02	-1.11935152347574e-02	-3.16772735084965e-02	-2.99833608160483e-02	 1.43279764741998e-02	 3.63405482114167e-02	-8.95610055846711e-03	 2.60383192038683e-02	 1.20029612943889e-01	-1.44368845538196e-01	-3.76218441044594e-02	 2.00752387908240e-01	-1.83449457761808e-01	0.000000000e+00
 3.87886427659127e-02	-1.05370266420751e-02	-2.42525279669623e-02	-1.33541608099881e-02	 4.53165710085330e-03	 1.42258412497609e-02	 9.56518113480162e-04	 2.79622820912051e-03	 7.17756736386898e-03	-6.78510414236534e-03	-5.49696945441383e-03	 1.39352327299547e-02	-1.31379866736462e-02	0.000000000e+00
 3.87886427659127e-02	-1.05370266420751e-02	-2.42525279669623e-02	-1.33541608099881e-02	 4.53165710085330e-03	 1.42258412497609e-02	 9.56518113480162e-04	 2.79622820912051e-03	 7.17756736386898e-03	-6.78510414236534e-03	-5.49696945441383e-03	 1.39352327299547e-02	-1.31379866736462e-02	0.000000000e+00
 3.84169558851969e-02	-9.84469381995961e-03	-2.40553311772421e-02	-1.20968226398359e-02	 4.19027188579585e-03	 1.46028457681077e-02	-8.28430080894932e-05	 2.60549807638077e-03	 5.72979834095364e-03	-4.09348273328829e-03	 5.77666343514177e-04	-2.60347428457699e-03	-4.06238344708885e-03	1.335470200e+05
 1.36307025297256e-02	-1.25715930684222e-03	 8.98287417656111e-03	 4.07503096006559e-03	 6.81739004794051e-03	-5.31844680237237e-03	-1.19358212364569e-02	 1.14524313684153e-02	-3.59701132645499e-03	-5.12006786781201e-03	-5.65617598217309e-03	 5.41919443634977e-03	 1.39706575831800e-03	6.077451200e+04
 3.81943781852265e-02	-9.92687503697235e-03	-2.38474749080190e-02	-1.22925382240614e-02	 4.23301411660523e-03	 1.43809411838938e-02	-5.84497204134015e-05	 2.12995505011824e-03	 6.18367705986636e-03	-4.90426783899851e-03	-4.69868485370799e-03	 5.92860181446890e-03	-2.76633778221277e-03	0.000000000e+00
 4.16625315978577e-02	-8.48355323700048e-03	-2.71788710076658e-02	-8.92234382378033e-03	 3.30421643584758e-03	 1.89455019632000e-02	-1.75241647721862e-03	 9.46558819589328e-03	 2.58541021206325e-03	 4.02995729424360e-03	 7.98229135354464e-02	-1.30829738925133e-01	-2.13942727516138e-02	2.150537500e+06
 3.80783131671511e-02	-9.80693573540080e-03	-2.38317150653278e-02	-1.20739956031404e-02	 3.99250412799690e-03	 1.53721228659061e-02	-1.35960591584687e-03	 1.80781259864633e-03	 9.89432062783875e-03	-9.02629640779554e-03	-5.14334863046441e-03	 6.56418872560662e-03	-5.23759848904043e-04	0.000000000e+00
 3.27170358079801e-02	-3.39902186049770e-03	-1.60125113396915e-02	-5.46014008567679e-03	 6.63387207529604e-03	 3.58869685800997e-03	 1.44180554051427e-03	 8.97254981560987e-03	-1.87729468244893e-02	 1.69492097131325e-02	 2.61861601902635e-02	-4.90144121504167e-02	-1.45594433838761e-02	8.438819100e+05
 3.27170357579802e-02	-3.39902187895890e-03	-1.60125112929987e-02	-5.46014012964234e-03	 6.63387208489765e-03	 3.58869680816133e-03	 1.44180554599398e-03	 8.97254970878390e-03	-1.87729467225299e-02	 1.69492095309977e-02	 2.61861590049841e-02	-4.90144102337713e-02	-1.45594430927324e-02	8.438818800e+05
 3.80937427969317e-02	-1.05742186668728e-02	-2.39104374543868e-02	-1.24134182966009e-02	 3.71116077492522e-03	 1.40100496625488e-02	 3.22631253197319e-04	 1.14952175540113e-03	 5.04036300870742e-03	-3.92276862065668e-03	-4.30641282331891e-03	 5.80902381252295e-03	-3.30739589690575e-03	0.000000000e+00
 3.82077050118957e-02	-9.83986550177038e-03	-2.38391973166092e-02	-1.22759811169319e-02	 4.30215820583136e-03	 1.44348808429517e-02	-1.14576934622838e-04	 2.26046914233714e-03	 6.35356620851998e-03	-5.05473549792057e-03	-4.75367484005641e-03	 5.95190411118875e-03	-2.68998097065138e-03	0.000000000e+00
 3.81084072954341e-02	-1.00832514215862e-02	-2.38594321724602e-02	-1.22321601282480e-02	 3.95644704744110e-03	 1.46931497908374e-02	-5.06296792196144e-04	 1.66655235356203e-03	 7.42601340310300e-03	-6.37523368926056e-03	-4.76139064534862e-03	 6.13347536619208e-03	-1.92063737988621e-03	0.000000000e+00
 3.81850819629266e-02	-1.00267473743761e-02	-2.38594319067542e-02	-1.23198913090906e-02	 4.16213106918926e-03	 1.43123189845027e-02	 2.13309582791442e-05	 1.99568468824825e-03	 5.97256046260775e-03	-4.71672331231763e-03	-4.64048591625207e-03	 5.95331143408672e-03	-2.94174247373949e-03	0.000000000e+00
 3.81612828611851e-02	-1.01281403885804e-02	-2.38670433746497e-02	-1.23274497064542e-02	 4.06598416127739e-03	 1.42791250503431e-02	 4.21414913577279e-05	 1.81808286251820e-03	 5.87977637161846e-03	-4.65724261164292e-03	-4.58238657289141e-03	 5.90202853406253e-03	-2.90522474657722e-03	0.000000000e+00
 3.22622178215176e-02	-9.32885020700855e-03	-1.68314168397345e-02	-1.35299733597197e-02	-7.98596438374959e-03	 3.41628650303749e-04	-3.84186123366007e-03	-6.90048225642826e-03	 7.66588896953595e-02	 8.61968070097823e-02	 3.01559775300615e-02	 8.29524725642291e-02	-3.45663748567615e-02	7.812935386e+04
 3.21320026217900e-02	-9.37692889408545e-03	-1.67098141561991e-02	-1.36444733473335e-02	-7.96095878740103e-03	 2.11807245204599e-04	-3.82759036633069e-03	-7.17869040644554e-03	 7.69244235203708e-02	 8.57224713306450e-02	 2.70691403263755e-02	 8.79440148143130e-02	-3.38081459545380e-02	0.000000000e+00
