Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
GNG10,1.767029,1.579341,1.390106,1.945941,1.603229,1.842237,1.111681,1.555093,1.549408
FBXL7,2.692416,2.586882,3.315871,3.19722,5.065751,3.571078,1.976356,2.000849,2.978716
TMEM14C,0,0.176401,0.001334,0,0,0,0,0,0.021692
LOC100996671,8.285081,7.442666,7.219961,8.192276,8.818424,9.06137,9.510244,8.905749,10.669307
AGPAT2,0,0,0,0,0,0,0,0,0
PIK3C3,0.185331,0.213216,0.234641,0.789597,0.23481,0.202647,0.239773,0.925907,0.251129
ZNF786,0.006721,0.035573,0.007539,0.004107,0.015193,0,0.021575,0.007199,0.02763
MPP6,0.13743,0.196618,0.17085,0.273492,0.417894,0.606106,0.187727,0.267614,0.353865
RNF121,0,0,0.007141,0,0,0.081506,0.012446,0.012415,0.008157
UBE2Q2,3.116091,3.192252,4.320351,4.042129,3.628533,4.581238,3.925689,3.456201,3.275096
SPARC,0.041065,0.019142,0.028703,0.023448,0.010564,0.020489,0.005636,0,0.008692
GTF2H1,2.744429,2.835927,2.822507,4.457622,3.747481,4.546145,4.981101,4.335768,4.090036
PKP3,34.256546,29.312799,35.693077,26.613569,20.771114,36.049477,31.410511,20.040377,18.090881
PLRG1,48.132347,46.178978,45.058434,25.845211,31.41766,34.447239,30.463783,34.872288,36.120461
HECA,1.325725,1.394564,1.666167,2.083742,1.943833,1.785261,3.647753,3.473162,3.433628
LIN9,2.043362,2.011958,2.271799,4.604042,4.220985,6.237069,2.283242,1.397439,1.298399
TAS2R9,0.712778,0.71849,0.520629,0.594117,0.78903,0.576305,0.784199,0.661953,0.591786
YWHAH,0,0,0,0,0,0,0,0,0
CACNA1I,0.041014,0.045059,0.049465,0.052353,0.030371,0.069412,0.025805,0.027832,0.072513
SNHG12,0,0,0,0,0,0,0,0,0
GSTM2,5.623969,6.449397,5.693292,4.950228,5.96317,7.300871,4.406072,5.819302,5.04495
PARP14,42.387142,47.110565,46.234303,38.232189,42.462502,41.865139,45.52121,45.157211,41.953156
CASC10,7.411287,7.05934,11.763845,7.332684,13.432651,9.680373,13.029037,4.275994,7.210565
MPST,0.606638,0.195915,0.369672,0.212184,0.119356,0.067231,0.202622,0.02437,0.125186
OGT,4.598068,4.301713,4.059595,4.077618,4.143721,4.612957,4.389379,5.597993,5.686224
TMED5,0,0,0,0,0,0,0,0.008154,0
CPTP,19.121418,18.633724,19.382893,20.56867,20.082962,19.217907,20.134264,20.589102,20.601751
C7orf43,0.135297,0.108209,0.208766,0.087269,0.089171,0.085575,0.060604,0.078389,0.070698
TBL1XR1,8.837405,4.401921,4.277556,7.439713,8.231995,5.92505,3.544895,3.217211,3.79234
NR1H4,2.360555,2.819447,3.173251,3.232394,3.105374,3.204116,3.644038,4.049921,3.605102
SORL1,8.504029,4.563162,5.573362,4.794312,10.097745,6.107089,4.909221,11.470204,14.484554
ANKRD10,24.943419,21.355604,19.808702,20.336281,19.887392,24.32222,21.965548,19.362331,21.892998
METTL1,3.92244,3.676198,3.971202,2.831213,3.617067,3.374325,4.250166,3.614626,3.75713
COQ6,0.23299,0.270775,0.291358,0.257485,0.603678,0.287376,0.2897,0.385215,0.451767
DSCAM,2.199172,1.967756,3.568584,4.836719,4.434752,4.757696,2.528354,2.81854,3.941387
RAB33A,16.647623,16.345116,13.128142,13.744101,11.808681,15.306122,12.910607,12.230159,11.861987
PIGN,12.085701,12.467484,8.334813,12.107958,9.932008,11.68561,8.768043,7.948319,10.982507
LSM5,7.437212,7.63157,7.377726,6.050451,6.946774,6.832903,7.005811,7.916244,6.944284
FAM131C,0,0,0,0,0,0,0.129797,0,0
PKM,3.362158,3.905568,3.003716,4.195121,4.137652,4.422408,4.137274,4.321069,4.60844
GSTO1,12.330289,12.150603,12.151066,12.733307,13.529004,13.670494,11.971133,12.469926,13.050601
ODF2,8.501188,8.567247,8.186766,8.514308,10.364388,11.33462,11.911237,11.325532,11.659296
EVPL,9.92593,10.429628,10.941328,8.888453,9.456754,9.53661,10.13874,9.888898,9.683341
CROCCP3,1.273048,1.706453,1.731092,1.757438,1.651848,2.201419,2.654406,2.577538,2.274208
C15orf53,16.789917,16.295906,15.729051,15.239296,17.269157,18.584112,17.122074,16.885918,17.129824
SCN3A,4.87636,4.928968,5.006097,4.815366,5.01953,3.975405,4.283169,3.891432,3.74035
AGBL5,0.117261,0.222301,0.118649,0.261665,0.305658,0.225258,0.178406,0.243593,0.106663
USP39,0.672876,0.912974,0.816714,0.58996,0.539499,0.685234,0.672892,0.201686,0.190639
LYPLAL1,5.084834,3.847869,3.923866,7.057093,9.239758,5.420027,6.509048,5.155319,6.631731
PKNOX1,2.671548,1.073595,1.503768,2.887014,1.008418,1.795074,2.969031,2.475837,1.932805
SUCLA2,19.079361,17.531296,17.380445,17.592989,17.743799,18.717981,16.62986,15.781298,17.125971
GLMP,4.45061,2.954108,3.680036,3.772558,3.250479,3.63709,6.263957,4.249444,3.733695
PACSIN2,15.968707,12.670537,20.390745,21.6092,18.685602,17.183729,19.975048,24.122017,16.176275
CTNNA2,6.048481,5.161568,6.671205,5.77685,7.968618,6.545577,6.310154,6.14421,5.671921
AVP,0.365295,0.402898,0.319158,0.403787,0.465536,0.414991,0.381231,0.429778,0.389049
CCNB1IP1,1.712497,1.476765,2.077923,1.448418,2.827403,1.476621,1.689511,1.76949,2.807993
ATXN2L,21.398159,21.096712,23.858791,22.358124,22.320322,21.482737,17.334995,17.332861,17.398663
VN1R4,0,0.021115,0,0,0,0,0,0,0
FLI1,12.636296,12.84924,13.60669,14.604868,14.714813,15.061298,12.571316,13.431219,13.020713
WHSC1,20.768515,20.997379,22.277172,27.58547,30.449642,20.064646,27.712067,27.795227,32.292934
MIR181C,4.941974,5.636264,4.541902,5.485695,5.575905,6.052289,4.797849,4.894501,3.775799
RASL10B,6.115655,11.817387,13.8899,20.751873,8.950223,15.258635,12.624734,6.940088,14.844921
LOC100130298,6.845716,7.173351,6.64608,6.176829,6.365912,6.571797,7.196898,6.197698,7.444085
SELT,30.272751,28.722616,29.321733,25.973495,27.656282,29.124395,29.648863,24.870152,27.979101
KCNJ15,1.458833,1.397273,1.526214,1.598119,1.305053,1.552622,2.039166,2.063741,1.748856
CXCR2,4.276468,7.812791,8.098022,7.046277,9.173717,4.960145,9.624023,7.229983,5.24335
ATP5F1,11.999436,12.618462,13.426266,11.415896,12.61053,11.306772,10.616551,8.709282,10.085188
FGF21,0,0.006374,0,0,0,0,0,0,0
MRPS10,0.683931,0.49695,0.288786,0.342366,0.352016,0.365821,0.435074,0.32887,0.534737
FAM117A,15.685836,14.189954,15.440187,15.451358,15.306742,17.231447,15.08637,15.956965,15.57871
BNIPL,0,0.015012,0.009708,0.004442,0,0.009345,0.004545,0,0
RARS,0,0,0,0,0.016202,0,0,0,0.023472
TSR3,0.769806,1.072293,0.866888,0.691664,0.400733,0.87068,0.499876,0.511081,0.354852
ERICH1,0,0,0,0,0,0,0,0,0
IQCF5,1.867148,1.964922,1.331303,1.747364,1.894429,1.860834,1.666462,1.830771,2.036197
MAP4K1,0.057339,0.065227,0.018272,0.013691,0.029687,0.102598,0.053638,0.037751,0.042027
CCNDBP1,10.588098,10.055968,14.113687,21.845594,19.449471,14.999562,5.994532,6.263979,5.318922
ARHGEF17,0.977529,0.632004,0.887359,0.479366,0.74149,0.54064,0.665644,0.5763,0.555596
SPTLC2,55.138069,56.676586,56.833107,55.999863,59.490814,62.691978,59.243031,59.166351,60.881023
PDCL3,45.468021,56.225796,46.687881,46.834759,45.265579,59.689327,49.890118,54.620289,49.73418
POC5,1.47042,1.329603,1.283962,1.49297,1.493163,1.74134,1.333782,1.683867,1.870631
UBE2M,5.388364,5.652819,6.647586,5.899044,6.339676,5.845902,4.020025,4.673262,4.306784
SERPINH1,0,0,0,0,0,0,0,0,0
QPCTL,10.016578,10.435707,9.858735,11.566213,13.022554,12.365769,12.228793,12.090245,12.226266
FAM43A,4.415883,0.748542,1.590414,3.625952,0.711345,0.701728,1.235363,1.934658,0.852937
USP27X,10.258744,9.039567,8.976267,5.930448,11.22389,9.832032,8.659325,5.245776,8.271381
DLGAP5,25.778118,24.771116,26.967886,25.217205,26.055786,23.248646,32.167831,27.48761,23.593534
CLCA1,14.532661,16.169138,13.537464,13.119746,12.839669,13.557261,11.574061,11.329267,12.363157
EIF5A,0.05011,0,0,0,0,0.087013,0,0.211687,0.069907
TIMP3,0.066653,0.079526,0.114638,0.151689,0.098423,0.000706,0.409673,0.104227,0.002232
SLC5A12,4.609675,4.33387,3.897265,3.560553,1.53912,3.89855,4.072311,4.343431,2.506474
AIM1L,175.407928,179.679962,183.829056,170.412796,188.753296,186.124725,200.046875,197.558472,198.082474
SPO11,13.184794,11.749201,14.633571,11.290584,13.529224,12.032195,10.095005,10.230142,10.14255
ANKRD55,0.572591,0.495511,0.354569,1.03571,0.929826,0.502403,1.146322,1.052571,0.815841
ZNF692,0.008671,0.008484,0.009246,0.005206,0.029455,0.008735,0,0,0
KIF3C,0.025124,0.010094,0.004645,0.022787,0.008147,0.015449,0.020895,0.005946,0.016538
MED6,0.017192,0.047312,0,0.093864,0.083727,0,0,0,0
MARS,5.483825,5.02824,5.495582,5.518109,5.965364,6.016485,4.829601,4.749145,5.427823
RNF214,0.091177,0.053601,0.057957,0.182728,0.226219,0.039112,0.09795,0.041984,0.067076
LOC100131532,9.049398,9.595407,8.615176,8.503573,9.91468,10.865117,10.906905,11.6038,10.785014
RBFA,0.237699,0.305596,0.138268,0.147593,0.452975,0.274174,0.153945,0.235165,0.125451
CPS1-IT1,0.054411,0.096608,0.105172,0.006008,0.019875,0.134515,0.023375,0.12474,0.076232
FUK,9.120738,12.013931,12.538522,11.490813,10.732735,9.627689,8.323827,8.725562,11.839663
EFCC1,1.922396,2.151128,1.968431,2.912017,2.632074,2.947197,2.802809,3.075648,3.040184
TMSB15B,0,0.077671,0.030811,0.012036,0,0.063254,0.022485,0,0
KRTAP5-2,14.516048,10.569258,10.249063,16.861507,18.680489,17.014402,17.110453,20.815491,16.506454
PAXBP1,0.613914,0.619557,0.663135,0.678913,1.023245,0.770942,0.715851,0.716182,0.786267
LINC00294,0.082865,0.039097,0.038522,0.035932,0.01271,0.033813,0.019317,0,0.00601
SEC11C,21.592058,25.782551,21.49044,17.849686,20.125866,21.654287,17.563637,14.295287,16.210217
COL4A3BP,5.272323,5.796381,5.44922,3.76928,3.542908,3.039443,2.976573,2.146638,2.535062
NDUFAF2,0.007986,0.046065,0.005863,0.018167,0.013571,0.018504,0.020511,0.007028,0.0075
FAM206A,1.124319,1.033211,0.871134,0.918068,0.897243,1.177933,1.30488,1.23994,1.185732
MAPK8,16.963179,15.338133,8.569236,16.024305,15.962678,24.803806,22.859261,22.203306,14.402675
BFSP1,24.851908,23.176184,22.044119,23.742201,24.99856,24.365154,23.499405,21.955582,26.370783
RBMY1D,8.651297,8.708113,8.792213,9.063539,9.449121,9.825274,10.317287,10.796503,11.846446
TMEM14B,0.389026,0.263201,0.545583,0.346241,0.08806,0.196383,0.638895,0.167636,0.604577
RPL38,0.102673,0.141961,0.301461,0.150234,0.112922,0.083515,0.069104,0.032493,0.131027
PLD2,28.828087,27.138075,23.829622,27.459444,28.352676,30.468231,33.945835,29.60346,33.172112
ATP13A4,20.125301,19.526459,18.99082,19.535166,18.268995,17.425905,17.788755,17.914793,18.156725
DDO,2.27353,3.115725,3.706635,3.351386,3.120601,3.401459,4.117428,4.191289,4.144587
PYDC2,6.101063,5.691026,9.98669,11.328987,10.725686,8.872016,2.936532,3.706559,2.642016
VPS8,0.208399,0.021338,0.164427,0.057478,0.439212,0.31855,0.029528,0.13634,0.021105
PPP1R1A,9.786699,7.391178,7.198632,6.576592,7.512839,6.892526,7.625926,7.272803,8.507581
FZR1,14.124779,14.145966,13.97631,16.46084,14.988985,16.677601,16.264618,15.330584,14.313526
ANO8,8.67638,6.966523,7.763061,6.934307,8.305511,7.390753,7.994944,9.294869,7.204209
KHDRBS2,0.077308,0.112789,0.231536,0.141866,0.15064,0.116782,0.127229,0.091691,0.163741
KLHL29,13.645861,12.628219,12.903386,17.789532,14.957766,14.921975,10.387723,9.675107,10.793556
HSPA4,19.048763,15.575812,18.807261,14.864499,15.740767,13.677312,15.564763,13.441671,16.847063
IL18,7.783438,6.751101,8.632606,8.310468,9.457644,7.255696,9.191627,9.6612,10.921471
NCKAP5,0.026971,0.040836,0.053002,0,0,0,0,0,0
CSNK1E,10.215906,5.867174,9.038083,5.641415,6.516867,5.460535,4.512567,3.688169,3.658959
LOC401127,3.155318,2.193388,1.626672,1.134759,1.712964,1.211924,1.037614,0.718625,0.775459
ZNF835,16.324203,15.842976,18.200119,8.39067,8.298487,9.220627,8.598577,7.84407,7.852391
SMURF1,2.419697,3.118073,2.09892,2.994763,3.344544,2.115075,1.610319,2.139264,1.806
COPS5,0.842245,2.719222,6.365113,2.613288,5.977491,2.552064,2.972744,2.536029,8.17304
CUEDC1,7.881748,7.492983,7.861116,8.48081,7.578343,7.273617,8.283808,7.811385,8.472435
RSG1,12.040898,7.522835,7.555775,9.224393,8.886839,11.413007,12.91125,10.291243,7.901933
CCNG2,9.490555,9.456254,9.219423,10.982041,11.135668,11.307198,9.749879,9.220065,10.156003
HACD4,35.100239,33.410526,32.823177,27.904739,28.69516,29.434401,30.41316,28.166006,30.496504
TMEM244,1.133547,0.899229,1.073936,1.016353,0.975023,0.781839,0.438183,0.344852,0.603365
PCBD1,0.865904,0.861419,1.236634,0.644623,1.272802,1.728074,0.976453,0.485439,0.703003
PGPEP1L,20.754356,20.277193,22.146473,17.469963,16.790552,13.058726,17.049604,16.123987,16.640808
USH1C,36.604855,35.777874,34.589954,23.646488,23.281811,23.848368,24.990328,20.938694,20.701872
ARL4C,2.277616,2.747966,2.618615,2.658704,2.409366,2.484478,2.244228,2.119584,1.699857
MIR1281,0.101742,0.018707,0.131446,0.013391,0.078912,0.047199,0.262527,0.058797,0
TOP2B,18.405909,19.001064,20.173004,20.488857,22.821369,21.388258,24.190168,21.554419,23.008934
DUSP18,0.734628,0.971406,0.776905,0.357406,0.666946,0.794045,0.620941,0.825445,1.14284
CLCA4,0.193394,0.091059,0.180249,0.091687,0.097119,0.134478,0.058958,0.100952,0.047241
PAQR5,0,0,0,0,0,0,0.124618,0,0
KCNH8,14.481343,13.457968,13.619929,10.235286,9.908035,12.707468,12.020346,11.787055,11.174836
GRK5,0,0,0.039655,0,0,0,0,0,0.014514
ORC6,2.569293,3.286201,2.763147,3.268755,3.459013,2.169714,3.101545,2.754708,2.833888
GABRR1,24.541767,35.646755,33.043129,35.187454,41.428391,38.007,46.960308,45.881508,48.723473
NMB,0.312503,0.271209,0.327136,0.216788,0.172416,0.203716,0.597038,0.201309,0.397383
ENTPD3,6.895725,6.253083,7.855524,7.284585,6.294386,7.211577,8.470114,6.30219,5.717951
NEMP1,59.58099,64.779335,62.888599,70.84214,83.386856,87.029709,85.092728,93.766052,85.389565
MYO9A,7.023639,6.191486,6.390499,6.045143,6.45539,4.746635,5.57607,5.804359,6.308004
CLDN4,1.712841,1.936136,1.351327,1.842569,1.763555,1.477284,1.331074,1.721101,2.713048
SLC25A41,0.873396,0.315738,0.989393,0.906766,1.699812,1.524368,1.186283,1.428681,1.398378
C12orf43,3.417889,3.182539,2.867874,3.588076,3.853084,3.523642,3.841863,3.994601,3.391767
GALNTL5,0.440332,0.231672,0.269299,0.540911,0.617863,0.336939,0.345097,0.257997,0.468531
PARL,0.092869,0.145042,0.056527,0.025696,0.125612,0.245455,0.071358,0.072027,0.175512
DRAM1,13.310312,12.048247,11.46868,13.186419,11.284336,13.104281,13.260012,14.65689,14.130103
DAZAP2,2.571012,2.84755,2.423714,3.279148,3.268616,3.779235,3.117949,2.254838,2.494302
RPL34,3.116846,3.040718,2.818068,2.96773,3.152595,2.894983,2.815021,2.657679,2.760706
RNF126,0.00618,0,0,0,0,0.008373,0,0,0.009329
PPP1R3F,0.205511,0.136206,0.203653,0.17251,0.196905,0.254013,0.274074,0.20628,0.258384
RNF113A,6.222909,6.65495,6.218872,6.835982,7.958711,8.432725,6.183688,5.879536,6.243682
NUP210L,85.07148,80.675804,104.166313,151.986771,195.892517,150.964066,76.744316,76.714127,74.17926
MLLT3,0.055999,0.172186,0,0,0.163986,0,0,0.045133,0.036986
KRTAP4-12,14.068056,13.952008,11.873425,10.861975,10.447414,10.885626,8.828282,8.76094,10.866475
SLC36A4,0.004835,0,0.003361,0,0,0,0,0,0
RPS24,0,0.135375,0,0.024967,0,0.030077,0,0,0
C20orf24,0.339793,0.149801,0.448965,0.247055,0.160237,0.265802,0.344315,0.106496,0.113558
GALNT9,6.837444,7.144785,6.854725,7.532273,8.688666,8.002922,8.318497,7.78614,9.147821
LRCH4,4.674734,4.542377,4.247123,5.408597,4.638282,5.590552,4.675264,4.493581,4.884297
TOX4,11.281231,9.825912,9.138204,10.418645,9.751723,11.391271,10.059349,10.04323,10.919211
UPP1,2.344919,2.698428,1.954897,2.297916,2.426697,2.894801,2.924523,2.745798,3.002313
DHX58,1.775588,1.832375,2.142316,1.566082,2.872726,2.473089,1.666317,1.68887,1.995631
FNDC3A,56.108974,57.918846,58.342796,51.158676,57.924259,55.051407,56.853752,52.93681,50.000401
TEX9,10.216735,10.285313,11.113194,10.239748,11.449837,10.346182,10.131627,9.789389,10.120353
NF1,12.105252,9.501142,10.735207,10.907372,10.573389,12.271741,11.964225,11.841854,11.932682
TACC2,17.691259,16.716478,17.592505,19.905054,19.345915,17.829338,18.160675,22.031424,20.101566
ZNF862,19.877943,19.886959,20.051664,15.485961,19.35424,21.417788,23.819817,21.408987,25.20075
ZSWIM7,34.646526,35.399899,32.768734,39.085117,42.973598,40.25565,45.229626,48.102837,51.069546
PTRF,10.345845,10.903272,11.026737,10.93004,11.833445,11.89332,13.245939,11.004567,11.304177
MBL1P,0,0.01441,0.087628,0.018935,0.04857,0,0.02772,0.014309,0.067288
CENPN,2.842095,2.884451,2.650343,3.050673,2.501887,2.734019,3.752489,2.7395,3.799783
LYPD6B,8.939944,9.289292,11.613325,13.655195,12.630326,12.7843,14.463556,12.559485,12.655939
ACER2,17.183165,17.010042,18.063885,19.049936,19.623535,19.747362,20.091806,16.97229,20.921694
CDC42,1.684024,1.901248,1.551419,1.327708,1.505723,1.997458,3.32736,2.905115,3.29091
GOLGA6B,18.762955,16.253674,12.282528,20.523952,17.277681,12.465521,21.420427,16.034712,23.621048
PTK2B,10.544328,10.582891,11.313498,10.425493,12.467383,10.765673,11.412642,12.176944,10.380373
FCHSD1,3.240997,2.308668,5.636538,2.092045,4.776886,4.015018,2.936886,2.761581,3.404139
LINC00901,0.224402,0.13566,0.189227,0.115916,0.224463,0.091448,0.227778,0.152565,0.161925
EMX2,0.228407,0.183051,0.247212,0.727593,0.64779,0.823279,0.198115,0.244256,0.182203
H2AFV,8.09749,8.941207,8.678857,9.840321,11.564061,11.467606,11.139833,11.088016,11.472835
SLA,6.926552,7.705171,7.74628,5.471095,6.226809,6.023218,5.185352,5.411453,6.147164
SNRPA,9.71203,9.413206,10.175074,6.934575,9.75115,8.510981,7.408375,8.214301,8.472022
CSNK1A1P1,4.582736,5.387514,4.929921,4.603399,4.844813,5.214466,5.504546,3.773711,4.931752
NAP1L5,8.823711,8.549893,8.32022,7.259438,9.191307,8.795726,9.007881,8.531867,9.21468
TRAPPC13,10.623129,10.956432,13.404981,17.56357,17.889252,14.341539,12.067319,11.982116,11.638269
LPCAT4,186.525833,183.748352,185.916,148.339432,146.525909,147.131729,154.701981,153.167755,149.547333
DHRS4L2,4.151241,3.422193,4.205802,4.415181,4.30225,2.602928,3.890956,2.597826,3.194172
TSC22D3,9.020781,8.450137,8.469691,7.163033,8.061081,7.347185,6.95372,8.105303,6.935863
OR10A2,5.493662,7.139712,5.541603,6.409986,3.647188,4.373427,4.839638,3.293726,6.359549
DLEC1,0.029555,0.012232,0.021338,0.006241,0.011281,0.046459,0.022076,0.010013,0.014685
HSD17B14,2.130192,2.767035,2.796381,2.829201,2.821551,2.463522,2.13799,2.207024,2.196519
SSBP1,0.308446,0.161122,0.224073,0.105736,0.102508,0.117287,0.05978,0.213968,0.300388
PCDH18,0,0,0,0,0.056533,0,0,0.02725,0
ZPR1,31.747549,23.079094,23.562887,28.158573,27.635353,24.14308,26.775164,28.010618,25.769718
ANKRD35,24.411566,23.767546,22.978058,21.508261,29.300909,27.382927,36.511551,34.692749,24.109598
MRPL58,7.503012,7.7343,8.757502,8.27793,8.766603,8.836413,8.412463,7.277969,9.135434
C10orf76,3.450323,3.039105,3.417818,2.637912,2.780844,2.262433,2.543919,1.676159,1.872993
TIMM10B,0,0.027385,0,0,0,0,0,0,0
RGPD3,8.516113,9.187082,8.571095,9.469382,9.843288,10.335979,9.429121,8.172947,8.534513
CRYGB,0,0.038078,0.035864,0.019421,2.497011,0.020978,0.052967,0.035915,0.04262
DYRK1A,32.447453,29.154581,34.093166,20.322401,18.340355,18.879642,14.668027,12.441843,12.264343
CBR4,13.907529,16.616369,14.753274,12.298539,14.55212,12.111128,13.392825,13.280243,13.238193
OSBPL1A,40.169712,34.909046,33.936295,98.059982,91.784073,90.965469,6.716263,16.225212,11.189022
P2RY14,3.603755,3.642807,3.266734,3.724858,4.579176,5.085949,5.448783,6.367603,6.671803
PRELID3A,131.26915,90.967911,90.236313,110.528381,98.589127,139.395111,142.514343,81.679405,130.69548
ZNF844,1.48015,1.751794,2.191219,2.312558,2.359168,2.894996,3.111481,2.413739,2.852906
CYP21A2,2.388656,2.08083,2.469048,2.276562,2.894953,3.096197,2.593034,2.717401,2.361103
ANOS1,0.733934,0.777735,0.255894,0.54662,0.511623,0.315784,0.745254,0.551606,0.606935
ARID4B,0.255762,0.237416,0.291638,0.747369,0.504576,0.67215,0.878571,0.91509,1.144594
RERE,1.426939,1.534818,1.129605,1.012609,0.821087,1.1725,0.275962,0.317057,0.366847
SARDH,53.470703,54.141365,52.171749,47.890091,59.408592,55.415508,71.95607,68.744049,73.253098
EIF1AY,1.49537,1.928652,1.529081,1.983045,2.330824,2.10613,2.66406,2.161777,2.511424
FAM177B,2.373237,2.124499,1.107719,2.213535,1.173075,3.063007,3.522269,4.657427,2.834427
COX14,0.744348,0.64494,0.687682,0.568771,0.436493,0.497877,0.504382,0.550522,0.688924
TBC1D10A,7.186582,6.860476,6.947384,6.857503,7.817914,8.70231,7.983299,9.154217,7.59742
MATN1,10.704609,10.261257,10.360022,8.965618,10.584686,9.902385,9.173671,9.79388,8.222723
HPS4,9.045359,11.299311,9.29948,9.819388,10.613965,10.602342,9.270747,10.063791,12.012246
GAS2L1,10.13253,9.420433,11.322826,9.354214,10.280345,10.81654,10.44271,9.629128,8.399099
SLC25A29,24.324299,23.434874,23.875772,25.108341,26.114998,23.901398,25.668873,26.178288,25.59885
TUBA4A,3.906722,4.699524,3.708654,4.826564,4.927052,5.968483,7.450974,5.835975,6.897588
DUSP2,5.557902,7.070041,8.486631,7.569221,8.384867,8.367775,9.982442,8.62564,9.597328
SS18L1,8.732211,8.234733,8.086378,5.960961,6.5407,6.647622,6.329107,2.967406,4.590545
ZNHIT6,8.091025,9.508037,11.71628,11.298061,13.886512,12.215114,10.498531,13.19754,13.231955
KPTN,22.354624,21.850628,39.437855,15.027699,23.560719,25.275568,26.000092,24.797043,23.224886
MIR138-1,75.37426,61.733681,81.785202,82.436363,71.591255,73.283615,73.507225,86.986351,90.849533
